"Fuel Type Code";"Station Name";"Street Address";"Intersection Directions";"City";"State";"ZIP";"Plus4";"Station Phone";"Status Code";"Expected Date";"Groups With Access Code";"Access Days Time";"Cards Accepted";"EV Level1 EVSE Num";"EV Level2 EVSE Num";"EV DC Fast Count";"EV Other Info";"EV Network";"EV Network Web";"Geocode Status";"Latitude";"Longitude";"Date Last Confirmed";"ID";"Updated At";"Owner Type Code";"Federal Agency ID";"Federal Agency Name";"Open Date";"EV Connector Types"
"ELEC";"Cazenovia College";"10 Seminay St";;"Cazenovia";"NY";"13035";;"866-816-7584";"E";;"Public";;;;"2";;;"EV Connect";"http://evconnect.com/";"GPS";"42.930865";"-75.853893";"11/26/2023";"166323";"2023-11-26 01:04:20";;;;"03/31/2020";"J1772"
"ELEC";"COLGATE SPEAR HOUSE LOT";"36 Alumni Rd";;"Hamilton";"NY";"13346";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"42.81734";"-75.537445";"11/26/2023";"195772";"2023-11-26 00:39:51";;;;"09/10/2021";"J1772"
"ELEC";"BURNS MGT EXCELSIOR 1";"2125 Whistler Ct";;"Saratoga Springs";"NY";"12866";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"43.09355";"-73.755474";"11/26/2023";"173903";"2023-11-26 00:22:09";;;;"01/27/2021";"J1772"
"ELEC";"BEDFORD_EV KATONAH LOT 1";"70 Katonah Ave.  Lot 1";;"Katonah";"NY";"10536";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"41.259809";"-73.683831";"11/26/2023";"162339";"2023-11-26 00:15:54";;;;"06/12/2020";"J1772"
"ELEC";"Icon Parking E 72nd Street - Tesla Destination";"515 E 72nd St";;"New York";"NY";"10021";;"212-249-8196  877-798-3752";"E";;"Public";;;;"5";;;"Tesla Destination";"https://www.tesla.com/destination-charging";"200-9";"40.766554";"-73.952905";"10/06/2022";"150660";"2023-01-18 15:15:20";"P";;;"04/30/2016";"J1772 TESLA"
"ELEC";"EVCS1 MUAR ST LOT";"40 Muar St";;"Canandaigua";"NY";"14424";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"42.875912";"-77.263303";"11/26/2023";"316218";"2023-11-26 00:53:05";;;;"10/28/2023";"J1772"
"ELEC";"South Lewis Senior High School";"4264 East Rd";;"Turin";"NY";"13473";;"844-798-2438";"E";;"Public - Credit card at all times";"24 hours daily";"A D Debit M V";;"2";;;"SWTCH";"https://swtchenergy.com/";"GPS";"43.636693";"-75.394039";"05/03/2023";"211921";"2023-05-03 20:36:28";"P";;;"03/17/2022";"J1772"
"ELEC";"Sam's Club 6428 (Medford, NY)";"2950 Horseblock Rd";;"Medford";"NY";"11933";;"833-632-2778";"E";;"Public";"24 hours daily";;;;"4";;"Electrify America";"https://www.electrifyamerica.com/";"GPS";"40.8262";"-72.99042";"11/26/2023";"170300";"2023-11-26 01:01:02";;;;"12/18/2020";"CHADEMO J1772COMBO"
"ELEC";"SU COMSTOCK GARAGE";"549 Comstock Ave";;"Syracuse";"NY";"13244";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"43.040997";"-76.129796";"11/26/2023";"252949";"2023-11-26 00:49:21";;;;"02/01/2023";"J1772"
"ELEC";"New Age Hotrods";"26 Garden St";;"New York Mills";"NY";"13417";;"844-623-1001";"E";;"Public";"24 hours daily";"A CREDIT D M V";;"4";;;"LIVINGSTON";"https://www.solution.energy";"GPS";"43.10403";"-75.29497";"07/12/2022";"223222";"2023-02-14 15:54:11";"P";;;"11/23/2021";"J1772"
"ELEC";"Shops at Skyview center";"40-24 College Point Blvd, Suite B215";;"Flushing";"NY";"11354";;"833-632-2778";"E";;"Public";"24 hours daily";;;"1";"3";;"Electrify America";"https://www.electrifyamerica.com/";"GPS";"40.75619";"-73.8363";"11/26/2023";"146876";"2023-11-26 01:01:39";;;;"10/11/2019";"CHADEMO J1772 J1772COMBO"
"ELEC";"Stewart's Shops - Tesla Supercharger";"647 Mariaville Rd";;"Rotterdam";"NY";"12306";;"877-798-3752";"E";;"Public";"24 hours daily";"A D Debit M V";;;"8";;"Tesla";"https://www.tesla.com/supercharger";"GPS";"42.79326";"-74.004921";"07/01/2023";"257675";"2023-07-14 19:41:28";"P";;;"03/30/2023";"TESLA"
"ELEC";"WCS NS1 SOUTHERN";"2300 Southern Blvd";;"Bronx";"NY";"10460";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"40.850625";"-73.881132";"11/26/2023";"162156";"2023-11-26 00:20:05";;;;"06/12/2020";"J1772"
"ELEC";"Icon Parking 14-26 William Street - Tesla Destination";"14-26 William St";;"New York";"NY";"10004";;"212-269-5056  877-798-3752";"E";;"Public";;;;"3";;;"Tesla Destination";"https://www.tesla.com/destination-charging";"200-8";"40.704514";"-74.01074";"10/06/2022";"115014";"2023-01-18 15:15:20";"P";;;"04/30/2016";"J1772 TESLA"
"ELEC";"AppleGreen Electric - Indian Castle Service Area";"NYS Thruway Milepost 210 Eastbound";;"Little Falls";"NY";"13365";;"888-557-7099";"E";;"Public - Credit card at all times";"24 hours daily";"A D Debit M V";;;"4";;"Non-Networked";;"GPS";"43.016172";"-74.804118";"04/06/2023";"256121";"2023-04-06 17:17:01";"P";;;"03/09/2023";"CHADEMO J1772COMBO"
"ELEC";"CDTA DEFREESTVILLE";"649 Bloomingrove Dr";;"Rensselaer";"NY";"12144";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"42.65268";"-73.696239";"11/26/2023";"162302";"2023-11-26 00:16:47";;;;"06/12/2020";"J1772"
"ELEC";"854ELLICOTT 134 HIGH ST 7";"134 High St";;"Buffalo";"NY";"14203";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"42.901007";"-78.863771";"11/26/2023";"181847";"2023-11-26 00:34:39";;;;"01/27/2021";"J1772"
"ELEC";"FC1225 3144 S#1";"3144 S Winton Rd";;"Rochester";"NY";"14623";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"43.090489";"-77.580804";"11/26/2023";"235902";"2023-11-26 00:47:40";;;;"11/10/2022";"J1772"
"ELEC";"One Blue Slip-Greenpoint - Tesla Destination";"1 Blue Slip";;"Brooklyn";"NY";"11222";;"718-713-8733  877-798-3752";"E";;"Public";;;;"5";;;"Tesla Destination";"https://www.tesla.com/destination-charging";"GPS";"40.736562";"-73.959195";"10/06/2022";"150540";"2023-01-18 15:15:20";"P";;;"08/28/2019";"J1772 TESLA"
"ELEC";"Davidson Nissan";"18423 Route 11";;"Watertown";"NY";"13601";;"315-782-7700";"E";;"Public";"Dealership business hours";;;"1";;;"Non-Networked";;"200-9";"43.932998";"-75.936638";"06/09/2020";"74631";"2021-03-11 23:22:17";"P";;;"03/01/2016";"J1772"
"ELEC";"CAP REP GARAGE 93 NORTH 1.1";"93 N Pearl St";;"Albany";"NY";"12207";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"42.652622";"-73.75033";"11/26/2023";"183665";"2023-11-26 00:35:54";;;;"01/30/2021";"J1772"
"ELEC";"Roosevelt Field - Tesla Supercharger";"630 Old Country Road";;"Garden City";"NY";"11530";;"877-798-3752";"E";;"Public";"24 hours daily";"A D Debit M V";;;"12";;"Tesla";"https://www.tesla.com/supercharger";"GPS";"40.741602";"-73.613058";"07/01/2023";"200956";"2023-07-14 19:41:28";"P";;;"11/04/2021";"TESLA"
"ELEC";"SNYDERPARK OAK CT. 1";"49 Oak Ct loop";;"Buffalo";"NY";"14226";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"42.971886";"-78.78531";"11/26/2023";"252022";"2023-11-26 00:49:14";;;;"01/25/2023";"J1772"
"ELEC";"Bill Rapp Subaru - Norwich";"4814 RT-23";;"Norwich";"NY";"13815";;"888-998-2546";"E";;"Public";"24 hours daily";;;"3";;;"Blink Network";"http://www.blinkcharging.com/";"GPS";"42.539069";"-75.509964";"11/25/2023";"309225";"2023-11-25 23:59:48";;;;"06/07/2022";"J1772"
"ELEC";"ESF STATION 4";"1 Forestry Drive Campus Drive";;"Syracuse";"NY";"13210";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"43.034968";"-76.13403";"11/26/2023";"207788";"2023-11-26 00:38:58";;;;"03/09/2022";"J1772"
"ELEC";"WESTBROOKE WBC LODEN RIGHT";"6 Loden Ln";;"Rochester";"NY";"14623";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"43.077368";"-77.65157";"11/26/2023";"257135";"2023-11-26 00:49:57";;;;"03/26/2023";"J1772"
"ELEC";"Stewart's Shops - Tesla Supercharger";"6151 NY-8";;"Chestertown";"NY";"12817";;"877-798-3752";"E";;"Public";"24 hours daily";;;;"6";;"Tesla";"https://www.tesla.com/supercharger";"GPS";"43.665631";"-73.784519";"07/01/2023";"154440";"2023-07-14 19:41:28";"P";;;"03/06/2020";"TESLA"
"ELEC";"ESF STATION 9";"Stadium Place";;"Syracuse";"NY";"13210";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"43.035228";"-76.139678";"11/26/2023";"197197";"2023-11-26 00:39:40";;;;"10/07/2021";"J1772"
"ELEC";"Beeches Manor";"7900 Turin Rd";;"Rome";"NY";"13440";;"844-623-1001";"E";;"Public - Credit card at all times";"24 hours daily";"A D Debit M V";;"4";;;"LIVINGSTON";"https://www.solution.energy";"GPS";"43.246734";"-75.454676";"07/11/2023";"301733";"2023-07-11 18:28:56";"P";;;"06/29/2023";"J1772"
"ELEC";"TOWNE HYUNDAI 3A";"3525 Southwestern Blvd";;"Orchard Park";"NY";"14127";;"888-758-4389";"E";;"Public";"24 hours daily";;;;"1";;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"42.788209";"-78.759475";"11/26/2023";"225169";"2023-11-26 00:45:50";;;;"08/09/2022";"CHADEMO J1772COMBO"
"ELEC";"BNY - Building 6";"63 Flushing Ave";;"Brooklyn";"NY";"11205";;"866-816-7584";"E";;"Public";;;;"1";;;"EV Connect";"http://evconnect.com/";"GPS";"40.699256";"-73.969305";"11/26/2023";"230787";"2023-11-26 01:04:07";;;;"09/30/2022";"J1772"
"ELEC";"NYC Parking 155 East 76th Street Garage Corp.";"155 East 76th Street";;"New York";"NY";"10021";;"888-998-2546";"E";;"Public";"24 hours daily";;;"6";;;"Blink Network";"http://www.blinkcharging.com/";"GPS";"40.772927";"-73.959558";"11/26/2023";"309670";"2023-11-26 00:01:41";;;;"08/22/2023";"J1772"
"ELEC";"518 EYES LLC STATION 1";"9 Gleason Rd";;"Schenectady";"NY";"12302";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"42.890105";"-73.924249";"11/26/2023";"191763";"2023-11-26 00:38:41";;;;"07/03/2021";"J1772"
"ELEC";"ROSENBLUM300 3 WINNERS 2";"3 Winners Cir";;"Albany";"NY";"12205";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"42.721009";"-73.797215";"11/26/2023";"217253";"2023-11-26 00:22:52";;;;"05/10/2022";"J1772"
"ELEC";"Beltmont Parking";"113 E 84th St";"Located between Park Ave & Lexington ||Ave. Attendant will assist in charging ||vehicle.  Parking rates apply. Inquire ||within.||";"New York";"NY";"10028";;"888-998-2546";"E";;"Public";"24 hours daily";;;"1";;;"Blink Network";"http://www.blinkcharging.com/";"GPS";"40.773472";"-73.955287";"11/26/2023";"187814";"2023-11-26 00:03:19";;;;"04/20/2021";"J1772"
"ELEC";"ALBANY COUNTY ANN LEE POND";"124 Heritage Ln";;"Albany";"NY";"12205";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"42.739084";"-73.813207";"11/26/2023";"221910";"2023-11-26 00:44:40";;;;"06/23/2022";"J1772"
"ELEC";"VILLAGE STATION VILLAGE OF LG";"15-21 James St";;"Lake George";"NY";"12845";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"43.424217";"-73.715238";"11/26/2023";"162369";"2023-11-26 00:15:21";;;;"06/12/2020";"J1772"
"ELEC";"NATIONAL GRID CHILI'S NIAGARA";"1536 Military Rd";;"Niagara Falls";"NY";"14304";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"43.094737";"-78.973192";"11/26/2023";"162207";"2023-11-26 00:19:20";;;;"06/12/2020";"J1772"
"ELEC";"Irondequoit Town Hall";"1280 Titus Ave";;"Rochester";"NY";"14617";;"585-467-8840";"E";;"Public - Credit card at all times";"24 hours daily";"A D Debit M V";;"1";;;"Non-Networked";;"GPS";"43.212093";"-77.582452";"09/14/2022";"226488";"2023-02-14 15:54:11";"P";;;"08/24/2022";"J1772"
"ELEC";"Greymoor Way - Building 2";"1201 Greymoor Way";;"Baldwinsville";"NY";"13027";;"844-623-1001";"E";;"Public";"24 hours daily";"A CREDIT D M V";;"4";;;"LIVINGSTON";"https://www.solution.energy";"GPS";"43.18194";"-76.30002";"07/12/2022";"223120";"2023-02-14 15:54:11";"P";;;"10/28/2021";"J1772"
"ELEC";"SSCCA SSCC - 01";"37 High Rock Ave";;"Saratoga Springs";"NY";"12866";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"43.084719";"-73.782313";"11/26/2023";"182198";"2023-11-26 00:35:29";;;;"01/27/2021";"J1772"
"ELEC";"Queens Borough Hall Municipal Parking Lot";"80-25 126th St";;"Queens";"NY";"11415";;"866-816-7584";"E";;"Public";;;;"31";"3";;"EV Connect";"http://evconnect.com/";"GPS";"40.714376";"-73.826095";"11/26/2023";"261745";"2023-11-26 01:05:03";;;;"06/01/2023";"CHADEMO J1772 J1772COMBO"
"ELEC";"Buy Low Flooring / Queen of Harts Pizza";"704 Glen St";;"Queens";"NY";"12804";;"866-816-7584";"E";;"Public";;;;"2";;;"EV Connect";"http://evconnect.com/";"GPS";"43.327226";"-73.666643";"11/26/2023";"230813";"2023-11-26 01:04:14";;;;"09/30/2022";"J1772"
"ELEC";"Stewart's Shops - Tesla Supercharger";"2951  U.S. 9";;"Ballston Spa";"NY";"12020";;"877-798-3752";"E";;"Public";"24 hours daily";"A D Debit M V";;;"8";;"Tesla";"https://www.tesla.com/supercharger";"GPS";"43.026183";"-73.791391";"07/01/2023";"201679";"2023-07-14 19:41:28";"P";;;"11/21/2021";"J1772COMBO TESLA"
"ELEC";"LUCC";"5687 Big Tree Rd";;"Lakeville";"NY";"14480";;"866-816-7584";"E";;"Public";;;;"4";;;"EV Connect";"http://evconnect.com/";"GPS";"42.836581";"-77.710466";"11/26/2023";"168419";"2023-11-26 01:04:23";;;;"08/01/2020";"J1772"
"ELEC";"HARMONY MILLS 1 WEST 2 2.1";"100 N Mohawk St";;"Cohoes";"NY";"12047";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"42.778606";"-73.70292";"11/26/2023";"174731";"2023-11-26 00:26:33";;;;"01/27/2021";"J1772"
"ELEC";"1029 Madison St";"1029 Madison St";;"Syracuse";"NY";"13210";;"866-816-7584";"E";;"Public";;;;"2";;;"EV Connect";"http://evconnect.com/";"GPS";"43.045503";"-76.131341";"11/26/2023";"252617";"2023-11-26 01:04:45";;;;"01/28/2023";"J1772"
"ELEC";"HUDSON PRESERVE BLDG 11 #9";"8 Beryl Way";;"Watervliet";"NY";"12189";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"42.73143";"-73.72433";"11/26/2023";"143229";"2023-11-26 00:24:19";;;;"08/15/2019";"J1772"
"ELEC";"TCR TOWNE EV STATION 3";"12 California  ave";;"Albany";"NY";"12205";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"42.704114";"-73.81374";"11/26/2023";"169945";"2023-11-26 00:34:58";;;;"12/05/2020";"J1772"
"ELEC";"Town of Waddington";"121 Lincoln Ave";;"Waddington";"NY";"13694";;"866-816-7584";"E";;"Public";;;;"2";;;"EV Connect";"http://evconnect.com/";"GPS";"44.863388";"-75.202879";"11/26/2023";"123061";"2023-11-26 01:04:01";;;;"04/01/2019";"J1772"
"ELEC";"799 SENECA STATION 10";"799 Seneca St";;"Buffalo";"NY";"14210";;"888-758-4389";"E";;"Public";"Mon 5:00pm - 10:00pm: Tue 5:00pm - 10:00pm: Wed 5:00pm - 10:00pm: Thu 5:00pm - 10:00pm: Fri 5:00pm - 10:00pm: Sat 8:00am - 10:00pm: Sun 8:00am - 10:00pm";;;"1";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"42.875115";"-78.847343";"11/26/2023";"191252";"2023-11-26 00:38:32";;;;"06/19/2021";"J1772"
"ELEC";"PANYNJ JFK Y GARAGE 2";"JFK Access Rd JFK International Airport";;"Queens";"NY";"11430";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"40.64572";"-73.779384";"11/26/2023";"147469";"2023-11-26 00:25:27";;;;"11/02/2019";"J1772"
"ELEC";"CITY OF ALBANY STATION 1";"1 Quay Street";;"Albany";"NY";"12207";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"42.653145";"-73.7455";"11/26/2023";"262441";"2023-11-26 00:38:12";;;;"06/09/2023";"J1772"
"ELEC";"GGMC Parking Alfred - Tesla Destination";"161 W 61st St";;"New York";"NY";"10023";;"212-397-8949  877-798-3752";"E";;"Public";;;;"3";;;"Tesla Destination";"https://www.tesla.com/destination-charging";"200-9";"40.771555";"-73.986428";"10/06/2022";"115027";"2023-01-18 15:15:20";"P";;;"12/28/2016";"J1772 TESLA"
"ELEC";"14 HUDSON 14 HUDSON 1.1";"14 Hudson Ave";;"Glens Falls";"NY";"12801";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"43.308037";"-73.64537";"11/26/2023";"153509";"2023-11-26 00:28:16";;;;"02/07/2020";"J1772"
"ELEC";"960 BUSTI 960 BUSTI 1";"960 Busti Ave";;"Buffalo";"NY";"14213";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"42.908953";"-78.900652";"11/26/2023";"150340";"2023-11-26 00:27:39";;;;"12/19/2019";"J1772"
"ELEC";"MHM WALL STREET 1";"1 Wall St";;"Albany";"NY";"12205";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"42.74155";"-73.84337";"11/26/2023";"235730";"2023-11-26 00:45:28";;;;"11/05/2022";"J1772"
"ELEC";"PERRY CHARGING PERRY CHARGING";"38 S Main St";;"Perry";"NY";"14530";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"42.717358";"-78.00246";"11/26/2023";"156352";"2023-11-26 00:29:23";;;;"05/19/2020";"J1772"
"ELEC";"iPark 22/34 N 6th Garage Corp - Tesla Destination";"22 N 5th St";;"Brooklyn";"NY";"11211";;"718-218-7570  877-798-3752";"E";;"Public";;;;"4";;;"Tesla Destination";"https://www.tesla.com/destination-charging";"200-8";"40.719338";"-73.963081";"10/06/2022";"114893";"2023-01-18 15:15:20";"P";;;"03/14/2017";"J1772 TESLA"
"ELEC";"MARKET 32 EV NOTT ST EV1";"461 Nott St";;"Schenectady";"NY";"12308";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"42.822031";"-73.932021";"11/26/2023";"175586";"2023-11-26 00:29:56";;;;"01/27/2021";"J1772"
"ELEC";"BETHLEHEM EV TOWN HALL #F2";"445 Delaware Ave";;"Delmar";"NY";"12054";;"888-758-4389";"E";;"Public";"24 hours daily";;;"1";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"42.620492";"-73.839364";"11/26/2023";"254115";"2023-11-26 00:49:05";;;;"02/16/2023";"J1772"
"ELEC";"Four Brothers Amenia";"4957 Route 22";"Charger is located in the parking lot of the drive-in movie theater. 1 charger is in the back.";"Amenia";"NY";"12501";;"888-998-2546";"E";;"Public";"24 hours daily";;;"7";;;"Blink Network";"http://www.blinkcharging.com/";"GPS";"41.850376";"-73.557943";"11/25/2023";"191222";"2023-11-25 23:58:31";;;;"06/18/2021";"J1772"
"ELEC";"Gerard Garage";"69-13 Austin St.";"Unit#338 is under repair.||";"Forest Hills";"NY";"11375";;"888-998-2546";"E";;"Public";"24 hours daily";;;"1";;;"Blink Network";"http://www.blinkcharging.com/";"GPS";"40.72205";"-73.849351";"11/26/2023";"189365";"2023-11-26 00:00:59";;;;"05/07/2021";"J1772"
"ELEC";"GLOVERS PARKING STATION 1";"85 Mill Rd";;"Westhampton Beach";"NY";"11978";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"40.812187";"-72.643448";"11/26/2023";"180127";"2023-11-26 00:17:56";;;;"01/27/2021";"J1772"
"ELEC";"Bridge Towers Location 2";"1365 St Nicholas Ave";;"New York";"NY";"10033";;"888-998-2546";"E";;"Public";"Mon 12:00am - 12:00am: Tue 12:00am - 12:00am: Wed 12:00am - 12:00am: Thu 12:00am - 12:00am: Fri 12:00am - 12:00am: Sat 12:00am - 12:00am: Sun 12:00am - 12:00am";;;"3";;;"Blink Network";"http://www.blinkcharging.com/";"GPS";"40.847958";"-73.935109";"11/26/2023";"316571";"2023-11-26 00:01:39";;;;"11/03/2023";"J1772"
"ELEC";"854ELLICOTT 854 ELLICOTT 3";"854 Ellicott St";;"Buffalo";"NY";"14203";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"42.901754";"-78.867332";"11/26/2023";"180119";"2023-11-26 00:19:02";;;;"01/27/2021";"J1772"
"ELEC";"HARLEY SCHOOL HARLEY 2";"1981 Clover St";;"Rochester";"NY";"14618";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"43.120601";"-77.54906";"11/26/2023";"188100";"2023-11-26 00:37:13";;;;"04/29/2021";"J1772"
"ELEC";"AT LABS ATL STATION 2";"22 Corporate Dr";;"Clifton Park";"NY";"12065";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"42.848347";"-73.75818";"11/26/2023";"227846";"2023-11-26 00:40:53";;;;"09/20/2022";"J1772"
"ELEC";"Staten Island University Hospital (North Side 475 Seaview Ave.)";"475 Seaview Ave";;"Staten Island";"NY";"10305";;"866-816-7584";"E";;"Public";;;;"8";;;"EV Connect";"http://evconnect.com/";"GPS";"40.584709";"-74.086124";"11/26/2023";"166368";"2023-11-26 01:04:21";;;;"05/07/2020";"J1772"
"ELEC";"5TH AVE RIVER STREET 1";"King St & Federal St";;"Troy";"NY";"12180";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"42.735123";"-73.68809";"11/26/2023";"175239";"2023-11-26 00:29:10";;;;"01/27/2021";"J1772"
"ELEC";"ROCKLAND COUNTY STATION 1";"100 Baron Court";;"Monsey";"NY";"10952";;"888-758-4389";"E";;"Public";"24 hours daily";;;"1";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"41.105862";"-74.0692";"11/26/2023";"168261";"2023-11-26 00:33:26";;;;"11/11/2020";"J1772"
"ELEC";"James Mitsubishi of Greece";"3800 West Ridge Road";;"Greece";"NY";"14626";;"888-998-2546";"E";;"Public";"24 hours daily";;;"1";;;"Blink Network";"http://www.blinkcharging.com/";"GPS";"43.21451";"-77.728461";"11/26/2023";"253295";"2023-11-26 00:01:29";;;;"02/03/2023";"J1772"
"ELEC";"FISHKILL SUMLAND";"1399 Rt 52";;"Fishkill";"NY";"12524";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"41.539739";"-73.886332";"11/26/2023";"261054";"2023-11-26 00:46:38";;;;"05/19/2023";"J1772"
"ELEC";"Kings County Parking - Tesla Destination";"581 Clarkson Ave";;"Brooklyn";"NY";"11203";;"718-245-5337  877-798-3752";"E";;"Public";;;;"2";;;"Tesla Destination";"https://www.tesla.com/destination-charging";"200-9";"40.65601";"-73.940902";"10/06/2022";"114907";"2023-01-18 15:15:20";"P";;;"06/16/2017";"TESLA"
"ELEC";"U.S.B.STATION#1 U.S.B STATION#3";"180 Schwenk Dr";;"Kingston";"NY";"12401";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"41.936927";"-74.024779";"11/26/2023";"193448";"2023-11-26 00:39:16";;;;"08/03/2021";"J1772"
"ELEC";"1 WATERLINE STATION#7";"10 Riverside Blvd";;"New York";"NY";"10019";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"40.772839";"-73.992493";"11/26/2023";"237081";"2023-11-26 00:42:28";;;;"12/05/2022";"J1772"
"ELEC";"THERMAL QUICK AG EV1";"11 Sitterly Rd";;"Clifton Park";"NY";"12065";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"42.850567";"-73.75718";"11/26/2023";"181636";"2023-11-26 00:30:55";;;;"01/27/2021";"J1772"
"ELEC";"BETHLEHEM EV ELM PARK PUBGW";"261 Elm Ave";;"Delmar";"NY";"12054";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"42.599942";"-73.839959";"11/26/2023";"171219";"2023-11-26 00:34:36";;;;"01/09/2021";"J1772"
"ELEC";"Fairfield Inn by Marriott Corning Riverside - Tesla Destination";"3 S Buffalo St";;"Corning";"NY";"14830";;"607-937-9600  877-798-3752";"E";;"Public";;;;"3";;;"Tesla Destination";"https://www.tesla.com/destination-charging";"200-9";"42.153242";"-77.080618";"10/06/2022";"114926";"2023-01-18 15:15:20";"P";;;"10/16/2017";"J1772 TESLA"
"ELEC";"BROAD MANAGMENT STATION 2";"70 Hatfield Ln";;"Goshen";"NY";"10924";;"888-758-4389";"E";;"Public";"24 hours daily";;;"2";;;"ChargePoint Network";"http://www.chargepoint.com/";"GPS";"41.397903";"-74.341796";"11/26/2023";"197068";"2023-11-26 00:39:36";;;;"10/02/2021";"J1772"
